body_condition,mechanical_condition,body_type,no_of_cylinders,horsepower,year,Mileage,Price_USD
10,10,SUV,6,350,2008,149112,7893.8
7,10,SUV,6,350,2017,51565.4148,14971
10,10,Sedan,4,175,2020,58438.2354,20142.8
10,10,SUV,8,450,2019,19073.91,37835.5278
10,10,Sedan,4,175,2021,0,29125.4
10,10,SUV,6,250,2021,0,61245
10,10,SUV,6,350,2019,14911.2,46274
10,10,Sports Car,6,450,2014,60887.4,78665.8
10,10,Coupe,6,350,2018,13668.6,108607.8
10,10,SUV,6,250,2012,88712.3205,17693
10,10,SUV,4,175,2019,41627.1,15923.7
10,10,Sedan,6,350,2016,88373.0907,37563.6
10,10,SUV,6,350,2018,31626.0339,36747
10,10,Sedan,4,250,2021,3218.334,86273.79
10,10,SUV,6,350,2018,29698.14,33997.78
7,10,SUV,6,250,2014,97842.324,14154.4
10,10,Coupe,4,250,2019,43491,19054
10,10,Crossover,4,250,2011,126745.2,6532.8
10,10,Sedan,6,350,2018,10102.338,73494
10,10,SUV,6,250,2003,40384.5,7757.7
10,10,Sedan,6,350,2001,118047,5716.2
10,10,SUV,6,250,2021,0,72133
10,10,SUV,4,175,2020,43549.4022,23000.9
10,10,Sports Car,8,650,2016,45354.9,50629.2
10,10,SUV,6,350,2009,121153.5,12929.5
10,10,Sedan,6,350,2014,54740.2578,15379.3
7,10,SUV,6,450,2014,74556,10207.5
10,10,SUV,6,250,2011,146005.5,8166
10,10,Hatchback,4,250,2014,102459.2043,8846.5
10,10,SUV,6,250,2012,101.2719,8982.6
10,10,SUV,6,350,2013,129488.8608,8710.4
10,10,SUV,8,250,2008,123017.4,6124.5
10,10,SUV,6,175,2019,40993.9953,22293.18
10,10,Sedan,8,450,2012,57159.6,17693
10,10,SUV,6,175,2014,57851.7282,11432.4
10,10,SUV,4,250,2021,0,53895.6
10,10,Coupe,4,250,2010,49149.1791,9799.2
10,10,SUV,4,250,2018,22988.1,31303
10,10,SUV,6,175,2012,170857.5,8574.3
10,10,Sedan,4,250,2017,40486.3932,42735.4
10,10,Sedan,6,350,2017,65857.8,51445.8
10,10,Sedan,6,350,2014,67101.0213,21503.8
10,10,Sedan,4,175,2016,61619.9127,12249
10,10,SUV,6,250,2017,38520.6,24361.9
10,10,SUV,5,350,2011,118537.2057,9935.3
10,10,SUV,6,175,2014,108510.6663,10479.7
10,10,Coupe,12,650,2015,18949.65,100441.8
10,10,Sedan,4,250,2013,63691.3269,10343.6
10,10,SUV,4,250,2019,19881.6,48723.8
10,10,Sedan,6,250,2016,60887.4,13609.7278
10,10,Coupe,6,350,2007,65236.5,48723.8
10,10,Crossover,8,450,2019,67100.4,75671.6
10,10,Sedan,6,350,2011,37899.3,14834.9
10,10,Sedan,4,350,2013,96301.5,10207.5
10,10,SUV,6,250,2013,51766.0947,12793.4
10,10,Sedan,4,125,2018,79960.0674,8138.78
10,10,Sedan,6,450,2018,65236.5,50357
10,10,SUV,6,450,2019,76419.9,30486.4
10,10,SUV,8,250,2011,124260,17148.6
10,10,SUV,8,450,2015,91952.4,26947.8
10,10,SUV,8,450,2021,18017.7,42191
10,10,SUV,6,350,2017,55917,12929.5
10,10,SUV,8,350,2015,71449.5,34569.4
10,10,Sports Car,6,125,2015,185147.4,12521.2
10,10,Sedan,4,250,2021,15864.8955,58250.8
10,10,SUV,6,175,2017,37402.8813,17965.2
10,10,Sedan,4,125,2018,48722.346,14943.78
10,10,Sedan,6,350,2021,8387.55,56889.8
10,10,SUV,6,250,2015,55078.8663,17420.8
10,10,SUV,6,250,2015,80769,16059.8
10,10,SUV,6,175,2021,0,39469
10,10,Sedan,6,350,2012,78492.5568,12249
10,10,SUV,6,250,2014,102514.5,17693
10,10,SUV,8,350,2009,131094.3,5307.9
10,10,Sedan,4,175,2021,8201.16,21503.8
10,10,SUV,6,175,2019,35585.5788,23109.78
10,10,Sedan,8,450,2013,107484.9,20415
10,10,Sedan,4,175,2019,27960.9852,15787.6
6,10,Sedan,6,250,2011,98165.4,6805
10,10,SUV,6,250,2016,56600.43,25859
10,10,Sedan,6,175,2019,17396.4,59339.6
10,10,SUV,6,250,2013,118388.0937,12249
10,10,Pick Up Truck,8,350,2015,59023.5,29939.278
10,10,Crossover,4,175,2011,107671.29,5580.1
10,10,SUV,4,250,2008,124260,11160.2
10,10,Crossover,4,250,2016,39763.2,28581
10,10,SUV,6,250,2019,62863.134,30731.38
10,10,SUV,6,350,2014,60416.4546,17665.78
10,10,SUV,8,450,2015,52810.5,36747
10,10,SUV,6,250,2018,41907.9276,39986.18
10,10,Soft Top Convertible,6,250,2008,109379.2437,7893.8
10,10,Sedan,6,250,2012,130202.7345,10615.8
10,10,Sedan,4,250,2016,114940.5,21503.8
10,10,Pick Up Truck,8,350,2021,3603.54,42191
10,10,Sedan,6,350,2015,65186.796,24498
10,10,Sedan,6,450,2017,42416.7723,35113.8
10,10,Sedan,6,350,2021,15355.4295,67777.8
10,10,SUV,4,175,2017,49704,9118.7
10,10,Sedan,4,250,2016,56873.802,24498
6,10,Pick Up Truck,6,450,2019,18639,61245
10,10,Sedan,4,175,2015,78283.8,6805
10,10,SUV,6,250,2021,11183.4,46001.8
10,10,SUV,4,250,2017,22209.6111,35358.78
10,10,SUV,8,450,2018,31065,63967
10,10,Pick Up Truck,8,450,2015,91952.4,38652.4
10,10,Hard Top Convertible,4,250,2016,45354.9,32391.8
10,10,SUV,8,350,2014,169266.3507,16059.8
10,10,SUV,8,450,2016,88913.6217,35386
10,10,Sedan,4,175,2015,100650.6,7349.4
10,10,SUV,8,350,2019,106863.6,34841.6
10,10,SUV,6,350,2016,86982,24498
10,10,Pick Up Truck,8,750,2021,621.3,100441.8
10,10,Coupe,8,450,2020,13481.5887,102891.6
10,10,Sedan,6,250,2008,97544.1,5035.7
10,10,Sedan,4,250,2013,71449.5,6260.6
10,10,Sedan,4,250,2019,35831.6136,34841.6
10,10,Sedan,4,250,2018,20768.8164,29941.7278
10,10,SUV,6,350,2016,67100.4,24225.8
10,10,Coupe,4,250,2014,90878.7936,15243.2
10,10,SUV,4,125,2014,175827.9,6532.8
10,10,SUV,4,250,2019,14089.2201,61517.2
10,10,SUV,5,250,2014,109353.7704,14698.8
10,10,SUV,4,125,2016,35755.1937,8710.4
10,10,SUV,4,250,2018,70749.9162,19598.1278
10,10,SUV,6,350,2016,112206.78,46274
10,10,Sedan,6,350,2012,120532.2,12249
10,10,Pick Up Truck,4,250,2016,9319.5,29942
10,10,Sedan,4,250,2019,42869.7,11432.4
10,10,SUV,6,350,2021,13182.1221,66416.8
10,10,Sedan,12,650,2019,34948.7463,83293.2
10,10,SUV,4,250,2021,9287.8137,75930.19
10,10,SUV,6,350,2008,133455.24,4355.2
10,10,Van,4,125,2020,59165.1564,10860.78
10,10,Sedan,4,250,2021,6228.5325,59339.6
10,10,Coupe,4,250,2021,6821.874,63147.678
10,10,Coupe,6,350,2011,31065,14834.9
10,10,SUV,8,350,2017,59528.6169,48996
10,10,SUV,4,175,2018,83875.5,17556.9
10,10,SUV,6,250,2015,88845.9,13882.2
10,10,Van,6,250,2020,0,27764.4
10,10,SUV,6,350,2019,19260.3,49812.6
10,10,Pick Up Truck,6,175,2021,0,46001.8
10,10,Sedan,4,125,2014,63993.9,7349.4
10,8,Sedan,4,350,2008,166158.6081,4899.6
10,10,Sedan,8,450,2010,67721.7,8710.4
10,10,SUV,6,350,2016,65857.8,37835.8
10,10,SUV,4,250,2020,21976.0023,81659.7278
10,10,Sedan,8,450,2016,78905.1,40285.6
10,10,SUV,4,250,2018,5473.653,50357
10,10,SUV,8,350,2019,50635.95,41918.8
10,10,SUV,8,350,2010,125502.6,9254.8
10,10,Sedan,4,175,2015,49082.7,17148.6
10,10,SUV,6,350,2014,85739.4,17965.2
10,10,SUV,8,350,2021,0,69411
10,10,Coupe,6,250,2016,44864.6943,28578.278
10,10,Sedan,6,250,2014,83875.5,10343.6
10,10,SUV,6,175,2016,96883.0368,12657.3
10,10,Sedan,6,250,2014,57159.6,18781.8
10,10,Sedan,8,450,2015,57974.7456,38108
10,10,SUV,4,175,2018,38520.6,22456.5
10,10,SUV,4,250,2018,23006.1177,40830
10,10,Sedan,3,950,2018,20999.94,25859
10,10,SUV,8,450,2014,90709.8,26539.5
10,10,Coupe,6,350,2013,37278,21503.8
10,10,SUV,8,450,2014,91331.1,43007.6
10,10,Hatchback,4,250,2019,37899.3,38105.278
10,10,Van,4,125,2020,31162.5441,11677.38
10,10,Sedan,4,175,2016,36656.7,7621.6
10,10,Sedan,6,350,2018,65236.5,20142.8
10,10,Hatchback,4,350,2015,55917,13473.9
10,10,Sedan,12,650,2016,59272.02,97992
6,10,Crossover,4,175,2014,83875.5,10343.6
10,10,SUV,8,450,2014,86982,40830
10,10,SUV,6,250,2020,12770.8215,39469
10,10,Hatchback,4,175,2014,96922.8,6396.7
10,10,SUV,6,250,2014,103900.6203,16604.2
10,10,Sedan,8,450,2014,114613.0749,35249.9
10,10,Other,6,350,2021,22988.1,48996
10,10,Soft Top Convertible,4,250,2017,10872.75,65055.8
10,10,Hatchback,4,350,2014,113076.6,10888
10,10,SUV,6,250,2017,54310.3182,34025
10,10,Coupe,4,250,2018,1273.665,36746.7278
10,10,SUV,8,450,2013,94497.2448,40557.8
10,10,Hatchback,4,125,2019,44443.4529,9499.78
10,10,Hatchback,4,125,2008,101271.9,4763.5
10,10,Hard Top Convertible,8,450,2013,94950.1725,34025
10,10,SUV,6,450,2014,74556,35113.8
10,10,SUV,8,350,2019,23176.3539,42735.1278
10,10,SUV,6,250,2013,78569.598,14971
10,10,Sedan,4,250,2018,52810.5,26675.6
10,10,Pick Up Truck,6,350,2019,31065,37563.6
10,10,Coupe,8,450,2015,61568.9661,69683.2
10,10,Sedan,4,175,2019,68964.3,7893.8
10,10,SUV,6,350,2018,41627.1,77577
10,10,Sedan,6,450,2019,34171.5,47635
10,10,Crossover,4,175,2016,72692.1,11867.92
10,10,SUV,6,250,2012,100330.0092,13609.7278
10,10,SUV,8,350,2015,96922.8,32391.8
10,10,SUV,4,250,2016,76553.4795,22456.5
10,10,SUV,8,650,2013,100650.6,11432.4
7,8,SUV,8,350,2010,129464.6301,7621.6
10,10,Sedan,4,250,2020,44112.3,41374.4
10,10,Pick Up Truck,8,350,2019,49067.7888,48424.38
6,8,Pick Up Truck,8,350,2014,53431.8,17693
10,10,SUV,8,450,2015,117269.1324,28581
7,8,SUV,6,175,2004,121153.5,4354.9278
10,10,Hatchback,6,250,2019,22677.45,35113.8
10,10,SUV,6,350,2018,36656.7,32391.8
10,10,SUV,8,350,2021,10562.1,78936.639
10,10,SUV,8,350,2014,89042.8521,25859
10,10,Coupe,4,250,2013,105621,21503.8
10,10,Sedan,4,250,2017,36346.05,20415
10,10,Coupe,6,350,2015,57752.9415,54167.8
10,10,SUV,6,250,2014,86360.7,13609.7278
10,10,Hatchback,4,250,2013,173342.7,8166
10,10,Coupe,6,350,2020,37278,20415
10,10,Coupe,8,450,2014,118188.6564,16304.78
10,10,SUV,6,350,2020,14289.9,86831.8
10,10,Sedan,6,175,2009,86982,6396.7
10,10,Sedan,6,250,2007,138141.0846,6260.6
10,10,Coupe,8,450,2012,93601.3302,16332
10,10,SUV,6,250,2017,19116.1584,29941.7278
10,10,SUV,6,250,2018,43051.7409,28308.8
10,10,SUV,6,250,2015,72070.8,20129.19
10,10,SUV,6,250,2014,113499.084,13528.34
10,10,SUV,8,450,2009,186389.3787,6532.8
10,10,Sedan,6,250,2013,155325,17965.2
10,10,Sedan,6,250,2015,77041.2,15787.6
10,10,Pick Up Truck,8,750,2018,3192.8607,97992
10,10,Pick Up Truck,8,450,2016,61508.7,35113.8
10,10,Crossover,4,175,2016,63993.9,16876.4
10,10,SUV,8,350,2008,114940.5,6532.8
10,10,Sedan,8,450,2011,143082.9048,10343.6
10,10,Sedan,4,250,2018,25365.1938,31302.7278
10,10,Sedan,3,175,2021,8698.2,7893.8
10,10,SUV,6,175,2015,42248.4,16059.8
10,10,SUV,6,250,2012,108727.5,18237.4
10,10,SUV,4,250,2014,137919.2805,11976.8
7,10,Sedan,4,250,2018,51085.7712,31303
10,10,SUV,6,250,2009,150354.6,13610
10,10,SUV,8,250,2013,99408,17693
10,10,Hatchback,4,250,2019,84496.8,30214.2
10,10,Sedan,8,450,2005,100650.6,7077.2
10,10,Sedan,4,175,2014,67539.6591,17693
10,10,SUV,8,350,2016,102635.0322,31303
10,10,SUV,8,450,2021,7523.3217,125212
6,8,Sedan,6,350,2008,144141.6,5171.8
10,10,Sedan,6,350,2019,42501.2691,46274
10,10,SUV,6,250,2015,41875.62,24225.8
10,10,SUV,4,175,2015,32307.6,10615.8
10,10,Coupe,6,350,2019,15005.6376,72132.7278
10,10,SUV,8,350,2014,130863.1764,24498
10,10,Sedan,4,350,2017,44574.5472,26130.9278
10,10,Sedan,4,175,2018,59877.7875,35113.8
6,10,Sedan,6,250,2014,84621.06,21367.7
10,10,Sedan,4,250,2020,5591.7,40557.8
10,10,Hatchback,4,175,2019,82352.0724,8111.56
10,10,Other,4,175,2018,83254.2,7077.2
10,10,SUV,6,350,2019,33550.2,45729.6
10,10,SUV,8,175,2015,51039.795,42191
10,10,Sedan,6,250,2010,52189.2,4763.5
10,10,Sedan,8,350,2021,1863.9,46001.8
10,10,Sedan,6,250,2018,75177.3,13337.8
10,10,SUV,6,250,2021,15532.5,57162
10,10,Hard Top Convertible,4,175,2016,67721.7,25042.4
10,10,SUV,6,175,2019,62880.5304,20142.8
10,10,SUV,6,350,2017,36515.6649,25859
10,10,Sedan,6,250,2015,91486.425,11432.4
10,10,Sedan,6,250,2019,18141.96,46274
10,10,SUV,4,250,2020,8698.2,23953.6
10,10,SUV,6,350,2015,78097.41,40557.8
10,10,SUV,6,175,2019,57071.9967,20387.78
7,8,Sedan,4,250,2021,30308.2566,54412.78
10,10,SUV,8,350,2010,99408,21503.8
10,10,Hard Top Convertible,4,175,2018,45739.4847,29669.8
10,10,SUV,6,350,2019,14600.55,26403.4
10,10,Wagon,6,250,2016,69585.6,12385.1
10,10,SUV,6,250,2021,0,65055.8
10,10,SUV,4,250,2016,62130,22456.5
10,10,Sedan,4,175,2019,52810.5,24361.9
10,10,Sedan,6,350,2007,45354.9,9390.9
10,10,Hard Top Convertible,6,250,2015,66479.1,28581
10,10,Sedan,4,175,2015,71027.016,9472.56
10,10,SUV,4,250,2012,64337.4789,10071.4
10,10,SUV,6,250,2017,33550.2,21639.9
10,10,Sedan,6,250,2016,60610.3002,29942
6,10,SUV,6,350,2014,40011.72,37835.8
10,10,SUV,6,250,2020,22950.822,61245
10,10,SUV,4,175,2009,2423.07,21231.6
10,10,Sedan,8,450,2016,56682.4416,31303
10,10,Hatchback,4,175,2015,95680.2,7621.6
10,10,Hard Top Convertible,4,250,2018,41005.8,21776
10,10,Sedan,4,175,2014,77662.5,16304.78
10,10,Sedan,4,175,2020,16775.1,12929.5
10,10,Sports Car,8,450,2021,8712.4899,29942
10,10,SUV,6,250,2017,55295.7,35386
10,10,SUV,8,650,2012,114940.5,19870.6
10,10,SUV,6,350,2016,68840.04,32664
10,10,Sedan,8,850,2016,52810.5,42191
10,10,SUV,6,250,2021,0,40013.4
10,10,Coupe,8,450,2017,74556,21503.8
10,8,Sedan,4,175,2013,113564.9418,11976.5278
10,10,Van,4,250,2020,0,122490
10,10,Sedan,6,350,2019,16593.0591,70772
10,10,SUV,8,350,2019,21745.5,75943.8
10,10,SUV,8,450,2019,24230.7,92275.8
10,10,Pick Up Truck,4,250,2016,17396.4,25859
10,10,Sedan,6,250,2007,27958.5,12249
10,10,SUV,8,350,2014,83875.5,14698.8
10,10,Sedan,4,175,2020,24044.31,42191
10,10,SUV,6,350,2014,89467.2,14971
10,10,Sedan,6,350,2015,85885.4055,18509.3278
10,10,SUV,6,450,2020,5902.35,21503.8
10,10,SUV,6,250,2017,70825.7148,21776
10,10,Sedan,6,250,2021,9816.54,34025
10,10,SUV,6,250,2017,113034.9729,25178.5
10,10,Other,4,175,2015,175827.9,4763.5
10,10,Sedan,4,175,2018,50946.6,40830
10,10,SUV,6,450,2015,57855.456,20401.39
10,10,SUV,6,350,2018,27337.2,59856.78
10,10,SUV,8,450,2012,99440.3076,19026.78
10,10,SUV,8,450,2016,78905.1,22864.8
10,10,Sedan,6,250,2020,0,32664
10,10,Sedan,6,450,2017,42918.1614,65328
10,10,SUV,6,350,2021,0.6213,77577
10,10,SUV,8,450,2019,26094.6,40829.7278
10,10,Sedan,6,175,2016,110591.4,18509.6
10,10,Sedan,4,250,2019,45354.9,19054
10,10,Coupe,4,175,2015,59023.5,8574.3
10,10,SUV,8,450,2021,41005.8,35113.8
6,10,SUV,6,350,2011,68343,18237.4
10,10,Coupe,6,450,2018,21124.2,130383.8
10,10,SUV,6,350,2013,78283.8,9254.8
10,10,Pick Up Truck,4,175,2017,102578.4939,19026.78
10,10,Coupe,6,350,2021,726.921,87103.7278
10,10,Pick Up Truck,4,175,2018,37186.6689,13582.78
10,10,SUV,8,450,2015,58526.46,27192.78
10,10,Crossover,6,250,2014,63993.9,15651.5
10,10,Coupe,6,350,2019,12326.592,51718
10,10,Coupe,6,350,2013,88220.8722,10071.4
10,10,Sports Car,8,350,2017,51567.9,24498
10,10,SUV,6,350,2014,69878.2323,22728.7
10,10,Sedan,6,350,2015,59644.8,28553.78
10,10,Hatchback,3,175,2017,102514.5,14562.7
10,10,Sedan,4,125,2019,24864.426,9227.58
10,10,SUV,8,450,2017,48150.75,47621.39
10,10,Wagon,8,450,2021,13668.6,121945.6
10,10,SUV,6,250,2016,28904.7399,19054
10,10,Pick Up Truck,4,250,2021,0,39469
10,10,Sedan,6,350,2021,5108.3286,80026.8
10,10,SUV,8,350,2020,24230.7,74855
10,10,SUV,4,175,2019,69371.8728,23137
10,10,SUV,6,250,2021,9.3195,48723.8
10,10,Hatchback,4,175,2018,43853.2179,25314.6
10,10,SUV,4,250,2008,93195,10615.8
10,10,Sedan,6,350,2013,127862.9187,12521.2
10,10,Hatchback,4,250,2021,3447.5937,43552
10,10,Sedan,6,350,2018,15532.5,25314.6
10,10,Pick Up Truck,4,175,2018,106054.6674,20387.78
10,10,Sedan,4,250,2019,40384.5,12793.4
10,10,SUV,4,250,2013,83564.85,12249
10,10,Sedan,6,350,2021,2982.24,35386
10,10,Hard Top Convertible,4,250,2021,2174.55,53079
10,10,Coupe,12,450,2006,23298.75,44913
10,10,Pick Up Truck,8,450,2016,118047,28581
10,10,Sports Car,8,450,2017,27337.2,30486.4
10,10,Sedan,12,650,2014,21745.5,71561.38
10,10,Sedan,5,350,2018,34171.5,53079
10,10,SUV,4,175,2015,149566.7916,14698.8
10,10,Sedan,4,250,2018,74530.5267,10588.58
10,10,Sedan,8,450,2016,29138.97,37835.8
10,10,Sedan,6,350,2020,10562.1,32119.6
10,10,SUV,6,250,2014,42248.4,11840.7
10,10,SUV,6,350,2019,45976.2,50357
10,4,SUV,8,350,2009,88659.51,6805
10,10,Sedan,3,125,2019,45620.1951,8710.4
10,10,Sports Car,8,750,2020,5591.7,102619.4
10,10,SUV,4,250,2021,4907.6487,32664
10,10,SUV,6,350,2016,75487.95,19462.3
10,10,SUV,8,450,2017,47840.1,48982.39
10,10,SUV,6,250,2014,59552.8476,32663.7278
10,10,SUV,8,350,2011,129505.6359,10751.9
10,10,Sedan,4,175,2009,92573.7,4872.38
10,10,Sedan,4,250,2018,23609.4,34025
10,10,Coupe,6,350,2021,4541.0817,87104
10,10,Sedan,8,650,2013,25349.04,48723.8
10,10,SUV,6,350,2014,111871.8993,19054
10,10,SUV,8,350,2013,75673.7187,20687.2
10,10,Coupe,6,250,2008,128609.1,14018.3
10,10,SUV,6,350,2017,55295.7,37155.3
10,10,Sedan,6,350,2020,0,31303
10,10,SUV,8,650,2017,66479.1,70772
10,10,Sedan,4,175,2018,90581.8122,13582.78
10,10,SUV,6,350,2019,40384.5,67777.8
10,10,Sedan,8,450,2018,35414.1,80843.4
10,10,Hatchback,3,125,2017,62775.5307,14971
10,10,SUV,6,350,2014,107814.8103,19598.4
10,10,Pick Up Truck,8,350,2019,50325.3,46274
10,10,SUV,8,850,2011,99408,15243.2
10,10,Sedan,8,450,2015,62130,44504.7
10,10,Van,6,250,2014,116804.4,10615.8
10,10,Sedan,6,250,2012,107993.7447,10751.9
7,8,Sedan,4,750,2012,94942.0956,6805
10,10,Coupe,6,350,2018,37278,12521.2
10,10,Hard Top Convertible,8,350,2002,58686.1341,20415
10,10,Coupe,8,450,2009,25689.5124,46001.8
10,10,SUV,4,250,2018,24820.935,25995.1
10,10,Soft Top Convertible,6,350,2015,37240.1007,62333.8
10,10,Sedan,6,350,2016,58973.1747,33208.4
10,10,SUV,4,175,2015,33146.9763,14971
10,10,Other,8,250,2020,29201.1,65328
10,10,SUV,6,250,2008,99813.0876,11976.8
10,10,Sports Car,8,350,2016,10324.1421,35113.8
10,10,Sedan,4,175,2016,112703.82,8710.4
10,10,SUV,8,350,2015,37899.3,32636.78
10,10,Coupe,4,175,2019,1646.445,29942
10,10,SUV,8,350,2015,86982,31847.4
10,10,Sports Car,8,450,2018,18639,20959.4
10,10,Pick Up Truck,6,250,2020,19751.127,37291.4
10,10,Sedan,4,175,2019,49088.913,9499.78
10,10,SUV,6,250,2015,57159.6,14971
10,10,Sedan,6,450,2017,8387.55,14154.4
10,10,SUV,8,350,2012,76419.9,16059.8
10,10,Sedan,4,175,2015,43491,9527
10,10,SUV,4,250,2018,21068.9043,23109.78
10,10,Coupe,4,175,2017,77041.2,16059.8
10,10,SUV,6,350,2020,9319.5,58523
10,10,Sedan,6,350,2015,68343,18373.5
10,10,SUV,8,450,2019,26715.9,100441.8
10,10,Hatchback,4,250,2015,105.621,9663.1
10,10,SUV,6,250,2020,13815.8481,42191
10,10,Sedan,4,175,2017,68094.48,10071.4
10,10,SUV,6,250,2018,58934.0328,51581.9
10,10,Sports Car,6,350,2013,50511.69,14971
10,10,Sedan,4,250,2019,127366.5,17420.8
10,10,SUV,8,350,2015,65236.5,37835.8
10,10,Pick Up Truck,4,125,2020,0,15787.6
10,10,SUV,4,250,2021,10327.2486,75034.652
10,10,SUV,4,175,2019,23609.4,21095.5
10,10,Coupe,8,350,2015,99408,14971
10,10,SUV,6,250,2012,145463.1051,15787.6
10,10,SUV,6,350,2014,57159.6,26675.6
10,10,SUV,6,250,2021,13.0473,48723.8
10,10,Sedan,4,250,2020,8035.2729,46273.7278
10,10,Sedan,6,350,2020,19605.1215,93909
10,10,Pick Up Truck,4,175,2017,34323.0972,15488.18
10,10,SUV,4,250,2011,129851.7,12221.78
10,10,Sedan,6,175,2014,120532.2,7757.7
10,10,Soft Top Convertible,6,175,1997,91331.1,8138.78
10,10,SUV,4,250,2016,86982,36747
10,10,SUV,6,250,2020,4970.4,24225.8
10,10,SUV,6,250,2019,57780.9,32391.8
10,10,SUV,6,450,2010,110777.79,23381.98
10,10,SUV,6,250,2016,28904.7399,19054
10,10,Hatchback,4,175,2015,70636.8396,14971
10,10,Pick Up Truck,6,250,2021,0,30758.6
10,10,SUV,6,350,2016,123638.7,31303
10,10,SUV,8,450,2013,88845.9,28853.2
10,10,Sedan,4,175,2014,106242.3,6124.5
10,10,SUV,8,350,2007,182662.2,5988.4
10,10,Sedan,8,350,2014,77662.5,18237.4
10,10,Sedan,6,175,2012,85118.1,7757.7
10,10,SUV,6,250,2014,90622.1967,9799.2
10,10,SUV,6,350,2014,73313.4,10888
10,10,Sedan,6,250,2013,82632.9,13337.8
10,10,Sedan,5,450,2018,67721.7,46001.8
10,10,SUV,4,175,2018,20161.185,22320.4
10,10,Sedan,4,125,2017,66463.5675,10860.78
10,10,Coupe,6,250,2014,112455.3,29942
10,10,Sports Car,8,350,1971,31065,34025
10,10,SUV,4,350,2018,50161.2768,65325.278
10,10,SUV,8,450,2010,117592.8297,10887.7278
10,10,Soft Top Convertible,6,175,2005,146626.8,7621.6
10,10,SUV,8,450,2017,95429.8161,42191
10,10,Sedan,4,250,2019,10235.2962,35385.7278
10,10,Sedan,6,450,2019,17287.0512,90370.4
10,10,SUV,8,750,2019,13047.3,81387.8
10,10,SUV,8,350,2020,29822.4,64511.4
10,10,SUV,6,250,2014,144459.0843,12249
10,10,SUV,6,350,2014,123010.5657,20959.4
10,10,Coupe,6,175,1991,49393.35,17693
10,10,SUV,6,175,2011,93959.8203,7757.7
10,10,SUV,8,350,2011,65236.5,10751.9
10,10,Van,4,250,2020,18017.7,108607.8
10,10,SUV,6,350,2013,86483.7174,25178.5
10,10,Hatchback,4,250,2018,31030.2072,31303
10,10,SUV,6,350,2018,34792.8,36747
10,10,Sedan,4,125,2017,19876.6296,13337.8
10,10,SUV,6,350,2013,100450.5414,20415
10,10,Sedan,3,175,2016,24230.7,20415
10,10,SUV,4,250,2016,60172.905,28581
10,10,Coupe,4,250,2017,40384.5,26947.8
10,10,Sedan,6,350,2018,3172.3578,28580.7278
10,10,Pick Up Truck,6,450,2021,90.0885,114051.8
10,10,Hard Top Convertible,6,250,2016,11183.4,36747
10,10,SUV,6,250,2021,4038.45,47635
10,10,SUV,4,175,2017,37278,8166
10,10,Pick Up Truck,8,350,2005,54674.4,44913
10,10,SUV,4,175,2020,16153.8,15243.2
10,10,SUV,6,250,2020,18252.5514,42191
10,10,SUV,4,175,2016,82632.9,10615.8
10,10,SUV,6,250,2013,74058.96,9527
10,10,SUV,8,450,2014,96761.262,19053.7278
10,10,Coupe,6,450,2020,559.17,116773.8
10,10,Coupe,6,350,2019,14561.4081,70772
10,10,Sedan,4,250,2019,20502.9,29397.6
10,10,Sedan,6,350,2019,31996.95,23409.2
10,10,SUV,8,350,2016,70206.9,29942
10,10,Sedan,8,450,2010,131150.217,10888
10,10,Soft Top Convertible,8,450,1965,9179.0862,79754.6
10,10,SUV,4,175,2019,41627.1,15923.7
10,10,SUV,8,450,2012,67287.4113,19026.78
10,10,Sedan,8,350,2005,42248.4,9527
10,10,SUV,6,450,2016,34171.5,46001.8
10,10,SUV,6,350,2018,50032.0464,50357
10,10,SUV,4,125,2014,79526.4,11976.8
10,10,SUV,6,250,2014,81727.6659,17693
10,10,Van,6,250,2015,123638.7,12793.4
10,10,SUV,4,250,2018,94437.6,17965.2
10,10,SUV,6,350,2018,62130,53079
10,10,Sedan,8,350,2006,141594.27,8029.9
10,10,SUV,6,350,2015,91331.1,18917.9
10,10,SUV,6,250,2005,155325,4899.6
10,10,Sedan,4,175,2015,54297.2709,18917.9
10,10,SUV,6,250,2011,91834.9743,13065.6
10,10,Hard Top Convertible,12,650,2006,72033.522,33752.8
10,10,Sedan,4,250,2014,161538,5035.7
10,10,SUV,6,350,2020,37278,73357.9
10,10,Sedan,4,175,2019,73552.6005,7322.18
10,10,SUV,6,250,2015,68343,16604.2
10,10,Sedan,4,125,2018,34707.6819,8683.18
10,10,SUV,4,125,2019,22.9881,24770.2
10,10,SUV,4,125,2016,17648.6478,77577
10,10,Coupe,12,650,2016,13661.1444,119495.8
10,10,SUV,8,450,2014,97017.8589,25314.6
10,10,Sedan,6,450,2014,37935.9567,29942
10,10,SUV,4,250,2015,68343,13610
10,10,SUV,6,250,2014,119289.6,19054
10,10,SUV,6,250,2015,99408,22048.2
10,10,Sedan,4,350,2015,45825.2241,20959.4
10,10,Sedan,6,350,2016,22988.1,18917.9
10,10,Sedan,4,175,2012,87195.7272,4083
10,10,Sedan,4,175,2019,27647.85,11677.38
10,10,Pick Up Truck,6,250,2020,26094.6,43552
10,10,SUV,6,250,2016,103757.1,24361.9
10,10,Coupe,8,250,2015,56538.3,69411
10,10,Van,4,175,2007,142899,5171.8
7,8,SUV,4,175,2014,154082.4,5444
10,10,Coupe,6,450,2013,69962.1078,72949.6
