body_condition,mechanical_condition,body_type,no_of_cylinders,horsepower,year,Mileage,Price_USD
10,10,SUV,8,450,2016,55729.9887,48723.8
10,10,Sedan,6,175,2016,45354.9,39469
10,10,Pick Up Truck,6,950,2021,0,35930.4
10,10,SUV,8,650,2018,22438.2495,85743
10,10,SUV,6,250,2017,21035.9754,24225.8
10,10,Utility Truck,6,350,2021,31.065,64239.2
10,10,Sedan,6,450,2020,14662.68,89553.8
10,10,Coupe,8,450,2018,68.343,24498
10,10,Sedan,4,175,2012,94437.6,9254.8
10,10,SUV,6,250,2014,76744.2186,10751.9
10,10,Sedan,4,175,2018,26094.6,25859
10,10,Hatchback,4,175,2021,8690.1231,51854.1
10,10,Hatchback,4,250,2016,59503.1436,18781.8
10,10,SUV,8,450,2017,55606.35,53079
10,10,Crossover,4,175,2021,4349.1,17693
10,10,SUV,6,350,2015,82011.6,8166
10,10,SUV,8,350,2015,24852,17556.9
10,10,SUV,8,350,2015,89867.9385,32391.8
10,10,SUV,6,350,2015,109958.9166,21095.5
10,10,Coupe,6,350,2015,74556,43007.6
10,10,Sedan,8,350,2012,113048.6415,7893.8
10,10,SUV,8,350,2020,18342.6399,73929.52
10,10,SUV,8,350,2013,87321.2298,13950.25
10,10,Pick Up Truck,6,450,2017,60287.2242,47607.78
10,10,Sedan,6,350,2016,54372.4482,27219.7278
10,10,Sedan,6,350,2019,35414.1,25859
6,8,Soft Top Convertible,6,350,2000,71449.5,21748.78
10,10,SUV,4,175,2021,19881.6,17148.6
10,10,Sedan,6,250,2019,23845.494,34569.4
10,10,SUV,8,350,2007,141035.1,7485.5
10,10,SUV,4,175,2018,59242.1976,14154.4
10,10,Sedan,4,175,2014,59023.5,14154.4
10,10,Coupe,6,450,2013,103135.8,12249
10,10,SUV,8,350,2016,36035.4,63967
10,10,SUV,6,250,2017,60266.1,32391.8
10,10,SUV,8,450,2014,85739.4,38652.4
10,10,Sedan,4,350,2015,49082.7,14971
10,10,Coupe,8,350,2010,95058.9,9254.8
10,10,SUV,6,250,2013,114489.4362,7077.2
10,10,Sedan,12,650,2006,73313.4,26947.8
10,10,Hatchback,4,350,2018,40858.5519,62333.8
10,10,Coupe,6,350,2016,51567.9,29928.39
10,10,SUV,4,250,2020,22366.8,78665.8
10,10,SUV,6,350,2018,15532.5,19870.6
10,10,Sedan,4,250,2019,19215.5664,49540.4
10,10,SUV,4,250,2021,8204.8878,72133
10,10,Sedan,8,350,2014,98786.7,35113.8
10,10,SUV,6,450,2021,0,46001.8
10,10,SUV,8,350,2017,23609.4,41645.239
10,10,Sedan,6,250,2017,67348.92,20959.4
10,10,Sedan,8,650,2015,37899.3,55801
10,10,SUV,4,175,2020,34213.7484,19571.18
10,10,SUV,4,175,2020,11804.7,40557.8
10,10,Crossover,6,350,2017,39763.2,40013.4
10,10,SUV,8,350,2008,103912.425,4899.6
10,10,Sedan,4,125,2017,51910.2363,9799.2
10,10,Sedan,8,350,2008,201.9225,8982.6
10,10,SUV,6,250,2010,120348.2952,5307.9
10,10,Coupe,6,250,2010,121774.8,13201.7
6,10,Coupe,8,450,2016,61916.2728,81660
7,10,Hatchback,4,250,2021,6496.3128,50626.478
10,10,Hatchback,4,175,2015,43846.3836,13882.2
10,10,Sedan,4,175,2016,88950.8997,17693
10,10,SUV,8,350,2017,65857.8,46818.4
10,10,Sedan,8,450,2015,81755.0031,28581
10,10,SUV,8,350,2011,49704,20415
10,10,Sedan,4,125,2012,117258.5703,6805
10,10,Sedan,4,175,2020,3106.5,37835.8
10,10,SUV,6,250,2020,11804.7,43279.8
10,10,Sedan,4,350,2021,615.087,41374.4
10,10,SUV,8,350,2015,107484.9,32527.9
10,10,SUV,6,350,2015,67721.7,12521.2
10,10,Sedan,4,175,2020,18017.7,45702.38
10,10,Crossover,8,450,2018,9940.8,67777.8
10,10,SUV,8,350,2021,0,102619.4
10,10,Sedan,4,175,2019,20502.9,10071.4
10,10,SUV,6,175,2017,73088.4894,17393.58
10,10,Other,8,350,2015,35624.7207,61245
10,10,Sedan,4,175,2020,33550.2,18509.6
10,10,SUV,6,250,2021,0,37019.2
10,10,Coupe,4,175,2016,12426,35113.8
10,10,SUV,6,350,2016,90113.352,51037.5
10,10,Sedan,8,450,2008,45976.2,7213.3
10,10,Soft Top Convertible,4,350,2019,28579.8,72949.6
10,10,Sports Car,4,350,2018,47933.295,20415
10,10,Sedan,12,650,2014,13933.2738,70499.8
10,10,Sedan,4,250,2021,34573.4811,51173.6
10,10,SUV,6,450,2017,55917,26675.6
10,10,SUV,6,350,2013,87603.3,16059.8
10,10,Sedan,8,450,2007,113779.9116,10615.8
10,10,SUV,6,350,2011,32183.34,20687.2
10,10,Pick Up Truck,8,350,2013,91857.3411,15515.4
10,10,Hard Top Convertible,8,650,2013,23464.0158,83021
10,10,SUV,8,350,2021,18566.9292,81632.78
10,10,Pick Up Truck,4,250,2016,12426,25314.6
10,10,Coupe,6,250,2011,87912.0861,8165.7278
10,10,Sedan,4,250,2018,63937.3617,46137.9
10,10,SUV,8,450,2015,64287.7749,32391.8
10,10,SUV,8,350,2013,83815.8552,16304.78
10,10,Sedan,4,250,2013,55295.7,10343.6
10,10,Coupe,4,250,2016,45976.2,34025
10,10,Sedan,4,250,2019,45354.9,19054
10,10,SUV,8,350,2014,152002.9089,31847.4
10,10,SUV,8,450,2018,31686.3,67777.8
10,10,Sedan,4,175,2018,41530.1772,21231.6
10,10,SUV,6,350,2018,19260.3,17693
10,10,Sedan,4,250,2019,16402.32,36747
10,10,Sedan,4,175,2015,34171.5,9527
10,10,SUV,8,450,2020,42869.7,69411
10,10,Sedan,4,175,2008,77662.5,5171.8
10,10,Sedan,6,350,2016,62130,36747
10,10,Sedan,6,350,2016,31065,48968.78
10,10,SUV,6,350,2019,21186.33,43279.8
10,10,SUV,6,250,2021,11.8047,48723.8
10,10,SUV,4,175,2018,52440.2052,12521.2
10,10,SUV,8,350,2020,41627.1,74855
10,10,SUV,8,450,2015,103757.1,31303
10,10,Pick Up Truck,8,350,2017,17707.05,31303
10,10,Pick Up Truck,4,175,2017,84945.3786,12466.76
10,10,SUV,6,450,2021,13668.6,40830
10,10,SUV,6,250,2016,49304.5041,22592.6
10,10,SUV,6,350,2018,78905.1,51445.8
10,10,Sedan,4,125,2019,65762.7411,7349.4
10,10,SUV,4,250,2018,11183.4,13337.8
10,10,Sedan,6,350,2016,55044.0735,48723.8
10,10,SUV,6,250,2019,39622.7862,39469
10,10,Sports Car,8,450,2016,69585.6,18509.6
10,10,Sedan,4,175,2019,33550.2,13337.8
10,10,Sedan,4,175,2019,15532.5,29669.8
10,10,Sedan,6,250,2013,154082.4,10751.9
10,10,Sedan,6,350,2016,48150.75,47063.38
10,10,SUV,4,175,2018,28579.8,24484.39
10,10,Hatchback,4,350,2014,58402.2,16059.8
10,10,Sedan,8,450,2015,49393.35,80299
10,10,SUV,8,450,2015,55295.7,26675.6
10,10,SUV,6,350,2015,86360.7,10071.4
10,10,Sedan,4,175,2019,13668.6,24225.8
10,10,Hatchback,4,125,2017,28759.3557,13609.7278
6,10,Sedan,4,175,2016,149112,8710.4
10,10,Sedan,4,125,2017,47062.8537,8438.2
10,10,Soft Top Convertible,3,175,2012,124260,5988.4
10,10,Sedan,4,175,2019,55908.3018,17393.58
10,10,SUV,8,350,2011,81604.6485,12249
10,10,Hatchback,4,250,2019,37899.3,38652.4
10,10,Sedan,12,650,2007,101406.7221,24498
10,10,Sedan,6,350,2015,85739.4,21639.9
10,10,Sedan,6,350,2016,59560.3032,18781.8
10,10,SUV,6,350,2021,11553.0735,93909
10,10,SUV,6,250,2018,23510.6133,37019.2
10,10,SUV,8,350,2017,113790.4737,59884
10,10,Sedan,3,125,2017,85835.7015,6260.6
10,10,Sedan,8,450,2012,93155.2368,13609.7278
10,10,Coupe,8,450,2019,10204.2312,127661.8
10,10,Sedan,4,175,2018,58732.7316,12221.78
10,10,SUV,6,250,2016,96691.6764,16304.78
10,10,Sedan,6,450,2007,130869.3894,4355.2
10,10,SUV,4,175,2015,81692.8731,13582.78
10,10,SUV,4,250,2016,75798.6,28036.6
10,10,Sedan,4,250,2018,38832.4926,25859
10,10,Sedan,4,125,2016,50862.7245,8846.5
10,10,SUV,6,350,2014,57.7809,47635
10,10,SUV,6,350,2019,39141.9,15787.6
10,10,SUV,6,350,2015,76838.0349,45184.9278
10,10,SUV,4,250,2019,55917,25859
10,10,Sedan,4,350,2020,9940.8,28581
10,10,Coupe,6,350,2008,13668.6,46001.8
10,10,SUV,8,350,2016,60887.4,35930.4
10,10,Soft Top Convertible,4,175,2021,4535.49,77849.2
10,10,Van,6,250,2015,59644.8,20006.7
10,10,SUV,4,175,2014,101893.2,8955.38
10,10,SUV,6,250,2020,12.426,38080.78
10,10,Sedan,4,250,2017,63372.6,8029.9
10,10,Coupe,6,350,2017,45354.9,39469
10,10,Sedan,6,350,2012,71710.446,12521.2
6,8,Sedan,6,350,2014,79961.31,21503.8
10,10,Sedan,8,450,2017,49794.7098,53623.4
10,10,Sedan,4,250,2016,34792.8,28009.38
10,10,Sedan,6,350,2009,91393.23,48723.8
10,10,Sedan,4,250,2018,46597.5,45430.18
10,10,SUV,8,350,2014,84167.511,25859
10,10,Sedan,4,250,2019,45199.575,46001.8
10,10,Sedan,6,250,2020,59023.5,30758.6
10,10,SUV,6,175,2019,42639.819,21748.78
10,10,SUV,6,250,2016,72692.1,13582.78
10,10,Sedan,4,250,2013,66951.288,12521.2
10,10,SUV,6,250,2014,101177.4624,13065.6
10,10,SUV,4,250,2021,4970.4,85743
10,10,Van,4,175,2018,83428.7853,18482.38
10,10,SUV,8,350,2017,50325.3,43415.9
10,10,SUV,4,250,2018,44286.8853,23953.6
10,10,Coupe,8,650,2012,10562.1,88465
10,10,Pick Up Truck,8,450,2021,18639,36202.6
10,10,Sedan,4,250,2012,103757.1,11024.1
10,10,SUV,6,350,2019,55917,36202.6
10,10,SUV,6,350,2017,40939.9422,57162
10,10,SUV,4,175,2017,41559.3783,17638.56
10,10,Coupe,6,250,2021,6162.6747,44913
10,10,Sedan,4,250,2016,93803.2527,11976.8
10,10,Pick Up Truck,4,250,2015,56609.7495,15760.38
10,10,SUV,6,250,2013,129541.05,8982.6
10,10,SUV,6,350,2014,66479.1,17693
10,10,SUV,6,350,2019,21745.5,53079
10,10,Sedan,6,450,2019,17707.05,48723.8
10,10,Sedan,6,250,2012,62519.5551,12221.78
10,10,Sedan,6,350,2016,37278,37835.8
10,10,Pick Up Truck,4,250,2017,38162.1099,17148.6
10,10,SUV,4,175,2019,96115.11,15787.6
10,10,SUV,8,450,2012,113697.9,12521.2
10,10,SUV,6,250,2015,67721.7,11976.8
10,10,Coupe,6,350,2021,726.921,87103.7278
10,10,Sedan,4,175,2015,54674.4,8165.7278
6,10,SUV,4,250,2017,45354.9,32664
10,10,Coupe,8,450,2016,8698.2,108607.8
10,10,SUV,3,125,2018,16486.1955,13610
10,10,SUV,6,450,2016,82011.6,21776
10,10,Coupe,6,250,2014,75798.6,11568.5
10,10,Sedan,4,250,2017,72692.1,11704.6
10,10,SUV,6,250,2008,104524.4055,4899.6
6,10,Hatchback,4,175,2013,76808.2125,9527
10,10,SUV,8,450,2012,98786.7,12793.4
10,10,Sedan,6,350,2015,46364.5125,26947.8
10,10,SUV,6,250,2010,133828.02,6805
10,10,Sedan,6,175,2008,86360.7,5444
10,10,Sedan,4,125,2015,80769,19598.4
10,10,Sedan,6,350,2019,57726.2256,21503.8
10,10,Sedan,4,250,2014,24852,20415
10,10,Sedan,8,450,2001,108106.2,4763.5
10,10,SUV,8,350,2017,71449.5,38080.78
10,10,Sedan,6,350,2014,48461.4,15515.4
10,10,SUV,6,250,2009,91331.1,5362.34
10,10,Sports Car,6,450,2016,37278,48996
10,10,SUV,8,350,2011,101334.6513,7077.2
10,10,Hatchback,4,175,2016,21124.2,11704.6
10,10,Sedan,6,350,2019,24187.209,37835.8
10,10,SUV,4,175,2013,112455.3,14862.12
10,10,Sedan,6,250,2007,100183.3824,4627.4
10,10,Hatchback,4,250,2014,111834,12657.3
10,10,Coupe,6,350,2007,105763.899,32664
10,10,SUV,6,250,2014,73934.7,11432.4
10,10,Sports Car,8,450,2017,52810.5,15787.6
10,10,SUV,6,250,2006,109970.1,6532.8
10,10,SUV,6,250,2008,71449.5,7077.2
10,10,Sedan,6,250,2012,71391.0978,12249
10,8,Sedan,4,175,2011,120532.2,4083
10,10,SUV,6,350,2019,28579.8,15787.6
10,10,SUV,4,175,2018,36656.7,27217.278
10,10,SUV,6,250,2014,57470.25,16059.8
10,10,Sedan,8,450,2014,118147.0293,14426.6
6,8,SUV,8,450,2015,39141.9,38108
10,10,SUV,8,450,2014,96922.8,61245
10,10,SUV,4,250,2018,38539.239,19598.4
10,10,SUV,4,250,2018,27958.5,67913.9
10,10,SUV,6,350,2020,0,25450.7
10,10,SUV,6,250,2021,4546.6734,44096.4
10,10,SUV,6,175,2007,173964,3946.9
10,10,SUV,4,175,2007,12699.372,19462.3
10,10,SUV,6,250,2020,16706.757,39713.98
10,10,Sedan,4,175,2010,80769,4083
10,10,SUV,8,350,2011,98786.7,29805.9
10,10,SUV,4,350,2018,24852,32664
10,10,Hatchback,4,125,2015,45976.2,5879.52
10,10,SUV,6,350,2018,32928.9,78665.8
10,10,SUV,6,175,2017,21124.2,25859
10,10,Coupe,8,450,2016,41627.1,92275.8
10,10,Sedan,4,250,2012,110160.8391,8982.6
10,10,SUV,6,250,2012,142374.6228,16876.4
10,10,Sedan,8,350,2020,29201.1,47635
10,10,Sedan,8,450,2016,80935.5084,26403.1278
10,10,SUV,4,175,2019,29201.1,20823.3
10,10,Sedan,6,250,2011,90527.7591,8438.2
10,10,Sedan,6,350,2019,27958.5,73494
10,10,SUV,4,250,2018,52810.5,34025
10,10,SUV,6,350,2019,46788.8604,94997.8
10,10,Sedan,6,350,2017,41697.3069,25859
10,10,Coupe,6,350,2004,39087.8469,54167.8
10,10,Hatchback,4,125,2020,20502.9,9663.1
10,10,SUV,6,250,2012,86360.7,10343.6
10,10,Pick Up Truck,6,450,2018,80147.7,57162
10,10,Sedan,4,175,2015,79624.5654,10860.78
10,10,Coupe,6,450,2019,9319.5,133105.8
10,10,SUV,8,350,2013,88853.3556,19870.6
10,10,Sports Car,8,450,2017,50325.3,22864.8
10,10,SUV,6,250,2019,41050.5336,34025
10,10,SUV,6,250,2014,102715.1799,11976.8
10,10,Coupe,4,250,2015,75798.6,8029.9
10,10,SUV,6,350,2015,69107.199,11160.2
10,10,SUV,6,450,2020,25473.3,116501.6
10,10,Sedan,8,250,1999,131715.6,10615.8
10,10,Pick Up Truck,6,350,2016,61472.6646,24470.78
10,10,SUV,6,250,2019,36758.5932,32664
10,10,SUV,6,250,2018,25473.3,35249.9
10,10,SUV,4,250,2012,68681.6085,9390.9
10,10,Sedan,6,250,2012,83221.2711,13473.9
10,10,SUV,6,250,2013,165641.6865,9527
4,10,Sedan,6,350,2011,128298.45,9527
10,10,SUV,6,650,2018,52810.5,62606
10,10,Pick Up Truck,8,250,2020,22580.5272,62606
10,10,SUV,6,250,2014,31843.4889,12521.2
10,10,Crossover,6,350,2019,32307.6,42191
10,10,Sedan,6,250,2016,92573.7,13065.6
10,10,Sedan,6,175,2012,111212.7,9527
10,10,Pick Up Truck,6,450,2021,0,34025
10,10,Sedan,4,250,2018,36532.44,23137
10,10,Sedan,4,250,2021,7455.6,86559.6
6,10,Sedan,4,350,2019,45354.9,38924.6
10,10,Sedan,8,750,2019,31996.95,69411
10,10,SUV,4,350,2015,76419.9,26947.8
10,10,Sports Car,6,450,2015,50946.6,19870.6
10,10,Sedan,4,250,2015,65236.5,11840.7
10,10,Sedan,8,650,2020,19881.6,99353
10,10,Coupe,8,650,2013,44733.6,54440
10,10,SUV,4,250,2019,52189.2,28308.8
10,10,SUV,6,350,2014,54053.1,32391.8
10,10,SUV,8,350,2008,122972.6664,6532.8
10,10,Hatchback,4,350,2016,101271.9,30214.2
10,10,Sedan,4,250,2016,37278,18917.9
10,10,SUV,6,250,2014,43491,10343.6
10,10,Sports Car,8,450,2018,15718.89,24225.8
10,10,Sedan,6,350,2021,15310.6959,109968.8
10,10,Sedan,4,175,2016,49034.2386,16332
10,10,Sedan,4,250,2017,49082.7,34025
10,10,Pick Up Truck,8,350,2020,13668.6,32391.8
10,10,SUV,6,450,2016,37278,41918.8
10,10,Sedan,12,650,2014,15452.9736,88465
10,10,Sedan,4,250,2021,24541.35,24089.7
10,10,SUV,6,250,2013,69826.0431,10615.8
10,10,SUV,12,450,2017,62130,123851
10,10,Pick Up Truck,8,750,2020,4303.1238,105885.8
10,10,Hatchback,4,350,2020,296.9814,54167.8
10,10,SUV,4,250,2021,20502.9,51445.8
10,10,SUV,6,250,2010,86982,14426.6
10,10,Soft Top Convertible,8,450,2015,42204.2877,86831.8
10,10,SUV,4,175,2015,122601.7503,25586.8
10,10,Sedan,4,175,2015,62130,10615.8
10,10,Pick Up Truck,8,450,2013,86086.0854,21775.7278
10,10,SUV,8,750,2021,7455.6,100441.8
10,10,Coupe,8,450,2016,66479.1,28553.78
10,10,SUV,6,350,2018,18651.426,77304.8
10,10,Pick Up Truck,6,450,2020,2478.3657,89825.7278
10,10,Sedan,8,350,2006,127366.5,7213.3
10,10,Sedan,6,250,2016,54674.4,11976.8
10,10,SUV,6,250,2016,96464.2806,23681.4
10,10,Van,4,125,2012,134822.1,6805
10,10,Pick Up Truck,4,250,2012,155325,7621.6
10,10,SUV,6,250,2020,17521.2813,64674.72
10,10,Sedan,6,350,2018,37371.195,22048.2
7,8,Hatchback,3,175,2014,82091.1264,4627.4
10,10,Sedan,8,350,2015,57159.6,14154.4
10,10,SUV,8,350,2015,55229.2209,24225.8
10,10,Coupe,6,250,2015,65857.8,14971
10,10,Coupe,6,350,2020,12922.4187,87104
10,10,Sedan,4,250,2019,56072.325,35113.8
10,10,SUV,6,450,2017,62130,31303
10,10,Hatchback,4,350,2018,124260,28581
10,10,Sedan,8,650,2018,37899.3,80571.2
10,10,Other,6,250,2020,30443.7,31303
10,10,SUV,8,350,2013,99408,29669.8
10,10,SUV,4,250,2015,84496.8,14698.8
10,10,Hatchback,4,125,2016,37107.7638,11976.8
10,10,SUV,4,250,2021,6312.408,24361.9
10,10,SUV,4,250,2015,56538.3,21773.278
6,10,SUV,8,350,2005,168993.6,5716.2
10,10,Coupe,8,450,2015,32307.6,63967
10,10,Sedan,4,250,2015,55917,11976.8
10,10,Coupe,4,350,2021,3727.8,73494
10,10,Crossover,8,450,2002,109970.1,7077.2
10,10,SUV,4,175,2018,12503.0412,20415
10,10,SUV,6,250,2011,116183.1,27220
10,10,SUV,6,250,2020,21745.5,26947.8
10,10,Sedan,4,125,2015,78905.1,8710.4
10,10,Sedan,6,125,2014,80769,7485.5
10,10,Sedan,6,350,2010,101641.5735,8710.4
10,10,Pick Up Truck,6,450,2021,497.04,70499.8
10,10,Sedan,4,250,2015,45976.2,20142.8
10,10,Sedan,4,350,2020,68343,61245
10,10,Sedan,3,125,2019,72244.1427,9771.98
10,10,SUV,8,250,2016,55917,40557.8
10,10,SUV,6,450,2016,54674.4,51445.8
10,10,SUV,8,450,2007,102567.9318,6805
10,10,SUV,6,250,2021,3541.41,53079
10,10,Other,6,250,2009,192603,5171.8
10,10,Hatchback,4,250,2013,95217.9528,13882.2
10,10,Soft Top Convertible,8,350,2005,80785.7751,8165.7278
10,10,Coupe,4,175,2017,37453.8279,21748.78
10,10,Wagon,6,350,2017,92796.7467,35113.8
10,10,Crossover,4,250,2016,43491,72133
10,10,SUV,8,350,2013,139792.5,17965.2
10,10,Coupe,6,250,2013,142277.7,9527
10,10,Other,6,350,2019,46597.5,88465
10,10,Sedan,4,250,2015,76419.9,10343.6
10,10,Hard Top Convertible,4,250,2014,52189.2,23137
10,10,Coupe,12,650,2014,32307.6,70499.8
10,10,Van,4,125,2017,171117.2034,17121.38
10,10,SUV,8,350,2012,116906.2932,11704.6
10,10,SUV,6,175,2016,89545.4838,15243.2
7,5,Pick Up Truck,8,350,2004,155325,7077.2
10,10,SUV,4,250,2014,71282.9916,21776
10,10,SUV,6,250,2013,135603.6954,16331.7278
10,10,SUV,4,250,2017,64789.7853,34297.2
6,10,Sedan,8,450,2018,14124.0129,97992
10,10,SUV,6,250,2020,31648.4007,24470.78
10,10,Pick Up Truck,8,450,2014,105654.5502,32664
10,10,SUV,4,175,2018,42248.4,30486.4
10,10,Wagon,4,250,2019,41972.5428,26811.7
10,10,Sedan,4,250,2021,8932.4301,32663.7278
10,10,Sedan,6,175,2009,123638.7,5307.9
6,10,SUV,6,250,2015,132336.9,10888
10,10,SUV,4,250,2021,2363.4252,72405.2
10,10,Coupe,4,250,2019,37278,62061.6
10,10,Sedan,4,125,2017,42180.057,5307.9
10,10,SUV,8,450,2018,47218.8,54167.8
10,10,Sedan,4,250,2019,24852,13065.6
10,10,Sedan,4,250,2017,88845.9,6532.5278
10,10,SUV,6,450,2021,8076.9,69955.4
10,10,Hatchback,4,175,2016,57780.9,9799.2
10,10,Hatchback,4,175,2018,20502.9,26947.8
10,10,Sedan,4,175,2016,69585.6,9527
10,10,SUV,6,250,2020,0,25042.4
10,10,Sedan,4,250,2015,73573.1034,19326.2
10,10,Sedan,6,450,2018,54053.1,69411
10,10,Sedan,4,250,2019,26094.6,16059.8
10,10,Sedan,4,125,2019,52722.2754,14671.58
10,10,SUV,6,350,2017,33719.1936,62333.8
10,10,SUV,8,650,2018,36035.4,112963
10,10,Van,4,175,2019,67721.7,10343.6
10,10,Sedan,4,175,2020,26810.3376,20142.8
10,10,Sedan,8,450,2019,41226.3615,115685
10,10,Hatchback,4,175,2014,77662.5,6532.8
10,10,Pick Up Truck,6,250,2021,3609.753,61245
10,10,SUV,8,650,2014,80147.7,56617.6
10,10,Coupe,4,250,2018,25473.3,18917.9
10,10,SUV,6,350,2018,32382.7773,25178.5
10,10,SUV,4,175,2016,62130,8029.9
10,10,Sedan,6,350,2018,46597.5,57162
10,10,SUV,6,250,2013,143628.4062,10343.6
10,10,SUV,6,250,2016,70995.3297,19054
10,10,SUV,6,450,2019,12426,103163.8
10,10,Sedan,4,250,2019,30180.8901,34569.4
10,10,Sedan,4,250,2020,27958.5,45865.7
10,10,SUV,6,350,2018,42869.7,73738.98
10,10,SUV,6,350,2013,84496.8,16332
10,10,SUV,6,250,2018,36479.0082,36746.7278
10,10,Sedan,4,450,2019,10846.0341,35385.7278
10,10,Sedan,4,250,2020,9319.5,46001.8
10,10,Coupe,8,450,2010,19881.6,123851
10,10,Hatchback,4,175,2013,115561.8,9309.24
10,10,SUV,8,350,2012,114319.2,15787.6
10,10,SUV,4,250,2013,85739.4,17420.8
10,10,Hatchback,4,175,2017,29454.5904,32936.2
10,10,SUV,6,450,2015,71902.4277,37699.7
7,10,Sedan,4,125,2010,119298.2982,5444
10,10,Coupe,6,350,2013,98786.7,9799.2
10,10,Pick Up Truck,4,250,2016,21745.5,26947.8
10,10,SUV,4,250,2018,15529.3935,51445.8
10,10,SUV,6,350,2018,55917,62333.8
10,10,Sedan,4,125,2016,73934.7,7485.5
10,10,Crossover,4,175,2015,68343,13337.8
10,10,Sedan,8,350,2016,65862.7704,22728.7
10,10,Sedan,4,175,2018,146850.468,7049.98
10,10,Sedan,6,250,2019,35175.5208,34025
10,10,SUV,6,175,2015,95680.2,12249
10,10,Sedan,4,125,2017,113076.6,12249
10,10,Sedan,4,175,2008,123462.2508,6260.6
10,10,Sedan,4,175,2012,128646.9993,4627.4
10,10,SUV,6,250,2020,34171.5,53079
10,10,Pick Up Truck,6,350,2021,14289.9,43279.8
10,10,Coupe,6,450,2013,79526.4,6941.1
10,10,Utility Truck,4,125,2018,147631.4421,8166
10,10,SUV,6,250,2020,11804.7,35113.8
10,10,SUV,6,350,2019,19260.3,49812.6
10,10,SUV,6,350,2018,78012.9132,40285.6
10,10,SUV,8,350,2007,95089.965,4899.6
10,10,Coupe,6,350,2016,72692.1,21748.78
10,10,SUV,4,125,2017,52810.5,14154.4
10,10,SUV,4,250,2019,56538.3,57162
10,10,SUV,4,175,2019,40384.5,24470.78
10,10,SUV,8,450,2017,64817.7438,46274
10,10,Coupe,8,350,2007,114570.2052,6805
10,10,Coupe,6,350,2018,50946.6,58523
10,10,SUV,6,350,2015,65440.9077,22320.4
10,10,Van,6,250,2012,60887.4,8710.4
10,10,Sports Car,8,350,2017,56538.3,17148.6
10,10,Sedan,4,175,2015,55917,10751.9
10,10,SUV,6,350,2019,43491,62578.78
10,10,SUV,6,350,2011,123017.4,9390.9
10,10,SUV,8,350,2015,91625.5962,17420.8
10,10,Coupe,8,450,2018,38014.8618,36202.6
10,10,Sedan,4,125,2019,25483.2408,17665.78
10,10,SUV,6,250,2010,124260,7893.8
10,10,Sedan,8,450,2017,41971.3002,51717.7278
10,10,SUV,4,175,2018,63929.9061,20115.58
10,10,SUV,8,450,2020,34370.316,70772
10,10,SUV,6,250,2017,76559.6925,31275.78
10,10,SUV,6,250,2017,43000.173,35930.4
10,10,SUV,6,350,2019,38209.95,81632.78
10,10,SUV,8,350,2019,59023.5,48996
10,10,Hatchback,4,125,2014,102514.5,5307.9
10,10,Sedan,6,250,2020,21941.2095,33725.58
10,10,SUV,8,450,2010,96301.5,12793.4
10,10,Sedan,4,175,2019,73515.3225,7322.18
10,10,SUV,6,350,2020,20502.9,51718
10,10,Van,4,250,2018,78905.1,9527
10,10,Pick Up Truck,8,350,2010,103135.8,10615.8
10,10,SUV,4,250,2021,7455.6,26539.5
10,10,SUV,8,350,2011,131223.5304,13882.2
10,10,Sedan,4,250,2015,9319.5,5852.3
10,10,SUV,4,350,2019,21469.0215,100441.8
10,10,SUV,8,450,2010,96301.5,12793.4
10,10,Soft Top Convertible,4,350,2021,2174.55,81387.8
10,10,Sedan,4,175,2012,80769,5716.2
10,10,Sedan,6,350,2015,77041.2,15515.4
10,10,SUV,6,250,2018,32976.1188,34569.4
10,10,SUV,6,350,2013,131404.95,22592.6
10,10,SUV,6,650,2017,91952.4,34025
10,10,SUV,4,250,2015,67721.7,24225.8
10,10,SUV,8,350,2009,108106.2,8982.6
10,10,SUV,4,250,2021,15408.24,40693.9
10,10,Sedan,4,250,2018,37899.3,12249
10,10,Sedan,4,250,2016,51567.9,16604.2
10,10,SUV,4,250,2016,62584.7916,31303
10,10,SUV,6,350,2021,80.1477,84109.8
10,10,Hatchback,4,250,2017,35682.5016,33752.8
6,10,Sedan,6,250,2019,24852,23926.38
10,10,Sedan,4,350,2012,164644.5,5171.8
10,10,Hatchback,3,125,2018,29498.7027,15243.2
10,10,Sedan,4,175,2015,73313.4,14971
10,10,Sedan,6,250,2010,48461.4,13337.8
10,10,SUV,6,350,2020,21745.5,111329.8
10,10,Van,6,350,2017,68964.3,13337.8
6,10,SUV,6,175,2016,70828.2,17693
10,10,SUV,6,350,2017,20502.9,53895.6
10,10,SUV,6,250,2021,2920.11,36747
10,10,Pick Up Truck,6,350,2017,89467.2,25859
10,10,SUV,4,175,2015,59846.7225,10888
10,10,Sedan,6,350,2021,1304.73,101258.4
10,10,Sedan,6,350,2014,74556,18237.4
10,10,Sedan,4,175,2015,56248.1529,19054
10,10,SUV,6,250,2016,71215.2699,20387.78
10,10,Sedan,8,450,2017,55917,54412.78
10,10,Crossover,6,250,2013,103757.1,19734.5
10,10,Van,4,125,2020,32434.9665,11677.38
10,10,Pick Up Truck,4,125,2017,32307.6,10071.4
10,10,Sedan,6,450,2016,81328.17,35113.8
10,10,Sedan,8,450,2014,70206.9,48723.8
10,10,Sedan,4,125,2019,65857.8,7349.4
10,10,SUV,6,350,2015,74556,35113.8
10,10,Van,4,250,2018,154703.7,9527
